#Day,Billing ID,Active view viewable,Active view viewability rate
8/7/22,138449797614,110605,0.6534312451260723
8/9/22,140683584620,68905,0.6129901786349726
8/9/22,138449797614,192743,0.6333937995806798
8/10/22,140683584620,78693,0.6794539708853546
8/10/22,146562134304,33,0.4583333333333333
8/10/22,138449797614,28746,0.6279984270546598
8/11/22,139785407973,653,0.8436692506459949
8/11/22,146562134304,12954,0.6139918475684899
8/11/22,138449797614,35685,0.6152480129652937
